,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,Seasons,Day_of_the_week,is_weekend,Flight_Class
10532,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,4118.0,1,29,Autumn,Friday,False,First
10533,American Airlines,London,New York,2023-11-17,2023-11-18,3174.0,1,23,Autumn,Friday,False,First
10534,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3976.0,1,28,Autumn,Friday,False,First
10535,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,2982.0,0,21,Autumn,Friday,False,First
10536,Lufthansa,London,New York,2023-11-17,2023-11-18,2291.0,1,29,Autumn,Friday,False,First
10537,Lufthansa,London,New York,2023-11-17,2023-11-19,2370.0,1,30,Autumn,Friday,False,First
10538,British Airways,London,New York,2023-11-17,2023-11-19,3213.0,1,21,Autumn,Friday,False,First
10539,Lufthansa,London,New York,2023-11-17,2023-11-18,2370.0,0,30,Autumn,Friday,False,First
10540,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,4118.0,1,29,Autumn,Friday,False,First
10541,British Airways,London,New York,2023-11-17,2023-11-18,4131.0,0,27,Autumn,Friday,False,First
10542,American Airlines,London,New York,2023-11-17,2023-11-18,3036.0,0,22,Autumn,Friday,False,First
10543,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3408.0,1,24,Autumn,Friday,False,First
10544,Lufthansa,London,New York,2023-11-17,2023-11-18,2133.0,1,27,Autumn,Friday,False,First
10545,Delta,London,New York,2023-11-17,2023-11-18,3312.0,0,23,Autumn,Friday,False,First
10546,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,4260.0,1,30,Autumn,Friday,False,First
10547,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1058.0,0,23,Autumn,Friday,False,First
10548,British Airways,London,New York,2023-11-17,2023-11-19,3672.0,1,24,Autumn,Friday,False,First
10549,Lufthansa,London,New York,2023-11-17,2023-11-18,2212.0,0,28,Autumn,Friday,False,First
10550,Delta,London,New York,2023-11-17,2023-11-18,4176.0,1,29,Autumn,Friday,False,First
10551,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3550.0,1,25,Autumn,Friday,False,First
10552,Lufthansa,London,New York,2023-11-17,2023-11-18,2370.0,1,30,Autumn,Friday,False,First
10553,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,0,21,Autumn,Friday,False,Business
10554,Delta,London,New York,2023-11-17,2023-11-19,4032.0,0,28,Autumn,Friday,False,First
10555,American Airlines,London,New York,2023-11-17,2023-11-18,3864.0,0,28,Autumn,Friday,False,First
10556,Lufthansa,London,New York,2023-11-17,2023-11-18,1975.0,0,25,Autumn,Friday,False,First
10557,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,3550.0,0,25,Autumn,Friday,False,First
10558,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3408.0,0,24,Autumn,Friday,False,First
10559,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1150.0,0,25,Autumn,Friday,False,First
10560,Lufthansa,London,New York,2023-11-17,2023-11-19,2133.0,1,27,Autumn,Friday,False,First
10561,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3834.0,1,27,Autumn,Friday,False,First
10562,Lufthansa,London,New York,2023-11-17,2023-11-19,2370.0,0,30,Autumn,Friday,False,First
10563,Lufthansa,London,New York,2023-11-17,2023-11-18,1738.0,0,22,Autumn,Friday,False,First
10564,Delta,London,New York,2023-11-17,2023-11-18,3744.0,0,26,Autumn,Friday,False,First
10565,American Airlines,London,New York,2023-11-17,2023-11-18,3726.0,0,27,Autumn,Friday,False,First
10566,American Airlines,London,New York,2023-11-17,2023-11-18,4002.0,1,29,Autumn,Friday,False,First
10567,Lufthansa,London,New York,2023-11-17,2023-11-18,1738.0,0,22,Autumn,Friday,False,First
10568,Lufthansa,London,New York,2023-11-17,2023-11-18,1896.0,1,24,Autumn,Friday,False,First
10569,Lufthansa,London,New York,2023-11-17,2023-11-18,1975.0,0,25,Autumn,Friday,False,First
10570,Lufthansa,London,New York,2023-11-17,2023-11-18,2133.0,1,27,Autumn,Friday,False,First
10571,British Airways,London,New York,2023-11-17,2023-11-18,4284.0,0,28,Autumn,Friday,False,First
10572,American Airlines,London,New York,2023-11-17,2023-11-18,4140.0,0,30,Autumn,Friday,False,First
10573,British Airways,London,New York,2023-11-17,2023-11-18,3825.0,0,25,Autumn,Friday,False,First
10574,Lufthansa,London,New York,2023-11-17,2023-11-18,1659.0,0,21,Autumn,Friday,False,First
10575,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3976.0,1,28,Autumn,Friday,False,First
10576,American Airlines,London,New York,2023-11-17,2023-11-18,3036.0,0,22,Autumn,Friday,False,First
10577,British Airways,London,New York,2023-11-17,2023-11-18,3366.0,1,22,Autumn,Friday,False,First
10578,Delta,London,New York,2023-11-17,2023-11-18,3456.0,0,24,Autumn,Friday,False,First
10579,Delta,London,New York,2023-11-17,2023-11-18,4320.0,1,30,Autumn,Friday,False,First
10580,American Airlines,London,New York,2023-11-17,2023-11-18,3864.0,0,28,Autumn,Friday,False,First
10581,British Airways,London,New York,2023-11-17,2023-11-18,3213.0,1,21,Autumn,Friday,False,First
10582,American Airlines,London,New York,2023-11-17,2023-11-18,3174.0,0,23,Autumn,Friday,False,First
10583,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3124.0,0,22,Autumn,Friday,False,First
10584,Delta,London,New York,2023-11-17,2023-11-19,4032.0,1,28,Autumn,Friday,False,First
10585,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1196.0,1,26,Autumn,Friday,False,First
10586,British Airways,London,New York,2023-11-17,2023-11-19,3366.0,1,22,Autumn,Friday,False,First
10587,British Airways,London,New York,2023-11-17,2023-11-18,3519.0,0,23,Autumn,Friday,False,First
10588,Turkish Airlines,London,New York,2023-11-17,2023-11-18,1242.0,0,27,Autumn,Friday,False,First
10589,American Airlines,London,New York,2023-11-17,2023-11-18,4140.0,1,30,Autumn,Friday,False,First
10590,American Airlines,London,New York,2023-11-17,2023-11-18,2898.0,1,21,Autumn,Friday,False,First
10591,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,4118.0,1,29,Autumn,Friday,False,First
10592,Lufthansa,London,New York,2023-11-17,2023-11-18,2291.0,0,29,Autumn,Friday,False,First
10593,British Airways,London,New York,2023-11-17,2023-11-18,3366.0,0,22,Autumn,Friday,False,First
10594,Turkish Airlines,London,New York,2023-11-17,2023-11-18,1380.0,1,30,Autumn,Friday,False,First
10595,British Airways,London,New York,2023-11-17,2023-11-19,4284.0,0,28,Autumn,Friday,False,First
10596,British Airways,London,New York,2023-11-17,2023-11-19,3366.0,0,22,Autumn,Friday,False,First
10597,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,3692.0,0,26,Autumn,Friday,False,First
10598,British Airways,London,New York,2023-11-17,2023-11-19,4284.0,1,28,Autumn,Friday,False,First
10599,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3976.0,0,28,Autumn,Friday,False,First
10600,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,1,21,Autumn,Friday,False,Business
10601,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,1,21,Autumn,Friday,False,Business
10602,British Airways,London,New York,2023-11-17,2023-11-19,3366.0,0,22,Autumn,Friday,False,First
10603,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3692.0,0,26,Autumn,Friday,False,First
10604,British Airways,London,New York,2023-11-17,2023-11-19,3672.0,1,24,Autumn,Friday,False,First
10605,Delta,London,New York,2023-11-17,2023-11-19,3600.0,0,25,Autumn,Friday,False,First
10606,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1380.0,0,30,Autumn,Friday,False,First
10607,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,0,21,Autumn,Friday,False,Business
10608,Delta,London,New York,2023-11-17,2023-11-19,3600.0,0,25,Autumn,Friday,False,First
10609,American Airlines,London,New York,2023-11-17,2023-11-18,3174.0,0,23,Autumn,Friday,False,First
10610,Delta,London,New York,2023-11-17,2023-11-18,4320.0,0,30,Autumn,Friday,False,First
10611,British Airways,London,New York,2023-11-17,2023-11-19,4437.0,0,29,Autumn,Friday,False,First
10612,British Airways,London,New York,2023-11-17,2023-11-19,3519.0,1,23,Autumn,Friday,False,First
10613,Lufthansa,London,New York,2023-11-17,2023-11-19,2133.0,0,27,Autumn,Friday,False,First
10614,Delta,London,New York,2023-11-17,2023-11-19,3456.0,1,24,Autumn,Friday,False,First
10615,Delta,London,New York,2023-11-17,2023-11-18,3744.0,1,26,Autumn,Friday,False,First
10616,Lufthansa,London,New York,2023-11-17,2023-11-19,2291.0,1,29,Autumn,Friday,False,First
10617,Lufthansa,London,New York,2023-11-17,2023-11-19,1817.0,1,23,Autumn,Friday,False,First
10618,British Airways,London,New York,2023-11-17,2023-11-18,4590.0,1,30,Autumn,Friday,False,First
10619,American Airlines,London,New York,2023-11-17,2023-11-19,4140.0,0,30,Autumn,Friday,False,First
10620,British Airways,London,New York,2023-11-17,2023-11-18,3366.0,1,22,Autumn,Friday,False,First
10621,Delta,London,New York,2023-11-17,2023-11-18,3024.0,0,21,Autumn,Friday,False,First
10622,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,4260.0,0,30,Autumn,Friday,False,First
10623,British Airways,London,New York,2023-11-17,2023-11-19,3825.0,0,25,Autumn,Friday,False,First
10624,British Airways,London,New York,2023-11-17,2023-11-18,3519.0,1,23,Autumn,Friday,False,First
10625,American Airlines,London,New York,2023-11-17,2023-11-19,3726.0,0,27,Autumn,Friday,False,First
10626,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,3550.0,1,25,Autumn,Friday,False,First
10627,British Airways,London,New York,2023-11-17,2023-11-19,4131.0,1,27,Autumn,Friday,False,First
10628,British Airways,London,New York,2023-11-17,2023-11-18,3825.0,1,25,Autumn,Friday,False,First
10629,Lufthansa,London,New York,2023-11-17,2023-11-18,2054.0,0,26,Autumn,Friday,False,First
10630,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,4118.0,0,29,Autumn,Friday,False,First
10631,British Airways,London,New York,2023-11-17,2023-11-18,4590.0,1,30,Autumn,Friday,False,First
10632,Turkish Airlines,London,New York,2023-11-17,2023-11-18,1334.0,1,29,Autumn,Friday,False,First
10633,British Airways,London,New York,2023-11-17,2023-11-18,4437.0,0,29,Autumn,Friday,False,First
10634,Lufthansa,London,New York,2023-11-17,2023-11-18,2054.0,1,26,Autumn,Friday,False,First
10635,British Airways,London,New York,2023-11-17,2023-11-18,4284.0,0,28,Autumn,Friday,False,First
10636,Lufthansa,London,New York,2023-11-17,2023-11-18,1896.0,0,24,Autumn,Friday,False,First
10637,Lufthansa,London,New York,2023-11-17,2023-11-18,2212.0,1,28,Autumn,Friday,False,First
10638,Lufthansa,London,New York,2023-11-17,2023-11-19,2054.0,1,26,Autumn,Friday,False,First
10639,Delta,London,New York,2023-11-17,2023-11-18,3600.0,0,25,Autumn,Friday,False,First
10640,Delta,London,New York,2023-11-17,2023-11-18,4320.0,0,30,Autumn,Friday,False,First
10641,American Airlines,London,New York,2023-11-17,2023-11-18,3588.0,1,26,Autumn,Friday,False,First
10642,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3976.0,0,28,Autumn,Friday,False,First
10643,American Airlines,London,New York,2023-11-17,2023-11-18,3588.0,1,26,Autumn,Friday,False,First
10644,Lufthansa,London,New York,2023-11-17,2023-11-18,2054.0,1,26,Autumn,Friday,False,First
10645,Delta,London,New York,2023-11-17,2023-11-19,3024.0,0,21,Autumn,Friday,False,First
10646,Delta,London,New York,2023-11-17,2023-11-18,4032.0,1,28,Autumn,Friday,False,First
10647,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,2982.0,1,21,Autumn,Friday,False,First
10648,British Airways,London,New York,2023-11-17,2023-11-19,3672.0,0,24,Autumn,Friday,False,First
10649,British Airways,London,New York,2023-11-17,2023-11-18,4131.0,1,27,Autumn,Friday,False,First
10650,Lufthansa,London,New York,2023-11-17,2023-11-19,1659.0,1,21,Autumn,Friday,False,First
10651,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,2982.0,1,21,Autumn,Friday,False,First
10652,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,0,21,Autumn,Friday,False,Business
10653,Delta,London,New York,2023-11-17,2023-11-18,3600.0,0,25,Autumn,Friday,False,First
10654,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3408.0,0,24,Autumn,Friday,False,First
10655,Turkish Airlines,London,New York,2023-11-17,2023-11-18,1334.0,0,29,Autumn,Friday,False,First
10656,American Airlines,London,New York,2023-11-17,2023-11-18,3174.0,1,23,Autumn,Friday,False,First
10657,British Airways,London,New York,2023-11-17,2023-11-18,3672.0,0,24,Autumn,Friday,False,First
10658,Lufthansa,London,New York,2023-11-17,2023-11-18,1975.0,0,25,Autumn,Friday,False,First
10659,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,3550.0,0,25,Autumn,Friday,False,First
10660,Delta,London,New York,2023-11-17,2023-11-18,3312.0,1,23,Autumn,Friday,False,First
10661,British Airways,London,New York,2023-11-17,2023-11-19,4284.0,0,28,Autumn,Friday,False,First
10662,British Airways,London,New York,2023-11-17,2023-11-19,3978.0,1,26,Autumn,Friday,False,First
10663,British Airways,London,New York,2023-11-17,2023-11-18,3672.0,0,24,Autumn,Friday,False,First
10664,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1380.0,0,30,Autumn,Friday,False,First
10665,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1288.0,1,28,Autumn,Friday,False,First
10666,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1288.0,0,28,Autumn,Friday,False,First
10667,Delta,London,New York,2023-11-17,2023-11-18,3744.0,0,26,Autumn,Friday,False,First
10668,Delta,London,New York,2023-11-17,2023-11-19,3024.0,0,21,Autumn,Friday,False,First
10669,Lufthansa,London,New York,2023-11-17,2023-11-19,1975.0,1,25,Autumn,Friday,False,First
10670,Virgin Atlantic,London,New York,2023-11-17,2023-11-18,4118.0,0,29,Autumn,Friday,False,First
10671,Delta,London,New York,2023-11-17,2023-11-18,3312.0,1,23,Autumn,Friday,False,First
10672,Delta,London,New York,2023-11-17,2023-11-19,4032.0,1,28,Autumn,Friday,False,First
10673,American Airlines,London,New York,2023-11-17,2023-11-18,3450.0,0,25,Autumn,Friday,False,First
10674,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1058.0,0,23,Autumn,Friday,False,First
10675,American Airlines,London,New York,2023-11-17,2023-11-18,2898.0,1,21,Autumn,Friday,False,First
10676,Lufthansa,London,New York,2023-11-17,2023-11-18,2370.0,0,30,Autumn,Friday,False,First
10677,Delta,London,New York,2023-11-17,2023-11-18,4032.0,0,28,Autumn,Friday,False,First
10678,Turkish Airlines,London,New York,2023-11-17,2023-11-19,1104.0,1,24,Autumn,Friday,False,First
10679,British Airways,London,New York,2023-11-17,2023-11-19,4437.0,1,29,Autumn,Friday,False,First
10680,Virgin Atlantic,London,New York,2023-11-17,2023-11-19,3550.0,1,25,Autumn,Friday,False,First
10681,Turkish Airlines,London,New York,2023-11-17,2023-11-19,966.0,0,21,Autumn,Friday,False,Business
10682,Lufthansa,London,New York,2023-11-17,2023-11-19,1738.0,1,22,Autumn,Friday,False,First
10683,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3094.0,1,26,Autumn,Sunday,True,First
10684,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2160.0,1,27,Autumn,Sunday,True,First
10685,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4648.0,2,28,Autumn,Sunday,True,First
10686,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4814.0,2,29,Autumn,Sunday,True,First
10687,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3570.0,1,30,Autumn,Sunday,True,First
10688,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1586.0,2,26,Autumn,Sunday,True,First
10689,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2000.0,1,25,Autumn,Sunday,True,First
10690,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4316.0,2,26,Autumn,Sunday,True,First
10691,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4648.0,2,28,Autumn,Sunday,True,First
10692,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1647.0,2,27,Autumn,Sunday,True,First
10693,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2160.0,1,27,Autumn,Sunday,True,First
10694,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1586.0,1,26,Autumn,Sunday,True,First
10695,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1708.0,1,28,Autumn,Sunday,True,First
10696,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2160.0,1,27,Autumn,Sunday,True,First
10697,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2320.0,2,29,Autumn,Sunday,True,First
10698,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2080.0,1,26,Autumn,Sunday,True,First
10699,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3213.0,2,27,Autumn,Sunday,True,First
10700,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3570.0,2,30,Autumn,Sunday,True,First
10701,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4980.0,2,30,Autumn,Sunday,True,First
10702,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,1920.0,1,24,Autumn,Sunday,True,First
10703,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4980.0,2,30,Autumn,Sunday,True,First
10704,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3094.0,2,26,Autumn,Sunday,True,First
10705,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3094.0,2,26,Autumn,Sunday,True,First
10706,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1525.0,2,25,Autumn,Sunday,True,First
10707,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1586.0,2,26,Autumn,Sunday,True,First
10708,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,2975.0,2,25,Autumn,Sunday,True,First
10709,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2320.0,2,29,Autumn,Sunday,True,First
10710,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1586.0,2,26,Autumn,Sunday,True,First
10711,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4316.0,2,26,Autumn,Sunday,True,First
10712,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,3984.0,2,24,Autumn,Sunday,True,First
10713,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1830.0,1,30,Autumn,Sunday,True,First
10714,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2160.0,2,27,Autumn,Sunday,True,First
10715,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3332.0,1,28,Autumn,Sunday,True,First
10716,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,3984.0,1,24,Autumn,Sunday,True,First
10717,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2080.0,1,26,Autumn,Sunday,True,First
10718,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4482.0,1,27,Autumn,Sunday,True,First
10719,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4814.0,1,29,Autumn,Sunday,True,First
10720,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3213.0,1,27,Autumn,Sunday,True,First
10721,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3094.0,1,26,Autumn,Sunday,True,First
10722,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4648.0,1,28,Autumn,Sunday,True,First
10723,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2000.0,1,25,Autumn,Sunday,True,First
10724,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2000.0,2,25,Autumn,Sunday,True,First
10725,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2400.0,1,30,Autumn,Sunday,True,First
10726,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3451.0,2,29,Autumn,Sunday,True,First
10727,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2160.0,1,27,Autumn,Sunday,True,First
10728,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4150.0,2,25,Autumn,Sunday,True,First
10729,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,3984.0,2,24,Autumn,Sunday,True,First
10730,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3451.0,1,29,Autumn,Sunday,True,First
10731,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3451.0,2,29,Autumn,Sunday,True,First
10732,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1830.0,2,30,Autumn,Sunday,True,First
10733,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3570.0,2,30,Autumn,Sunday,True,First
10734,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2856.0,2,24,Autumn,Sunday,True,First
10735,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2975.0,2,25,Autumn,Sunday,True,First
10736,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2320.0,2,29,Autumn,Sunday,True,First
10737,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1525.0,1,25,Autumn,Sunday,True,First
10738,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1769.0,2,29,Autumn,Sunday,True,First
10739,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1586.0,2,26,Autumn,Sunday,True,First
10740,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3094.0,1,26,Autumn,Sunday,True,First
10741,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1525.0,2,25,Autumn,Sunday,True,First
10742,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,3984.0,1,24,Autumn,Sunday,True,First
10743,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3094.0,2,26,Autumn,Sunday,True,First
10744,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3213.0,1,27,Autumn,Sunday,True,First
10745,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2240.0,2,28,Autumn,Sunday,True,First
10746,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1769.0,2,29,Autumn,Sunday,True,First
10747,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,2856.0,1,24,Autumn,Sunday,True,First
10748,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,1920.0,2,24,Autumn,Sunday,True,First
10749,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,2975.0,1,25,Autumn,Sunday,True,First
10750,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1586.0,2,26,Autumn,Sunday,True,First
10751,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2856.0,2,24,Autumn,Sunday,True,First
10752,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1464.0,2,24,Autumn,Sunday,True,First
10753,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3451.0,2,29,Autumn,Sunday,True,First
10754,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3332.0,2,28,Autumn,Sunday,True,First
10755,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,3984.0,2,24,Autumn,Sunday,True,First
10756,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3570.0,1,30,Autumn,Sunday,True,First
10757,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4814.0,2,29,Autumn,Sunday,True,First
10758,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2160.0,1,27,Autumn,Sunday,True,First
10759,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3451.0,2,29,Autumn,Sunday,True,First
10760,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2080.0,1,26,Autumn,Sunday,True,First
10761,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4316.0,2,26,Autumn,Sunday,True,First
10762,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2975.0,1,25,Autumn,Sunday,True,First
10763,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1708.0,2,28,Autumn,Sunday,True,First
10764,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2856.0,1,24,Autumn,Sunday,True,First
10765,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1830.0,1,30,Autumn,Sunday,True,First
10766,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4648.0,2,28,Autumn,Sunday,True,First
10767,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3451.0,2,29,Autumn,Sunday,True,First
10768,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3213.0,1,27,Autumn,Sunday,True,First
10769,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4980.0,2,30,Autumn,Sunday,True,First
10770,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,3213.0,1,27,Autumn,Sunday,True,First
10771,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1830.0,1,30,Autumn,Sunday,True,First
10772,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,2856.0,2,24,Autumn,Sunday,True,First
10773,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4316.0,2,26,Autumn,Sunday,True,First
10774,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1769.0,1,29,Autumn,Sunday,True,First
10775,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2080.0,2,26,Autumn,Sunday,True,First
10776,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2400.0,1,30,Autumn,Sunday,True,First
10777,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-21,4316.0,1,26,Autumn,Sunday,True,First
10778,Air India,New Delhi,Sydney,2023-11-19,2023-11-20,2975.0,2,25,Autumn,Sunday,True,First
10779,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1464.0,2,24,Autumn,Sunday,True,First
10780,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1647.0,1,27,Autumn,Sunday,True,First
10781,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4814.0,1,29,Autumn,Sunday,True,First
10782,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,1920.0,2,24,Autumn,Sunday,True,First
10783,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2400.0,1,30,Autumn,Sunday,True,First
10784,THAI,New Delhi,Sydney,2023-11-19,2023-11-21,2320.0,1,29,Autumn,Sunday,True,First
10785,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3332.0,1,28,Autumn,Sunday,True,First
10786,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-21,1525.0,2,25,Autumn,Sunday,True,First
10787,Air India,New Delhi,Sydney,2023-11-19,2023-11-21,3094.0,2,26,Autumn,Sunday,True,First
10788,Cathay Pacific,New Delhi,Sydney,2023-11-19,2023-11-20,4150.0,1,25,Autumn,Sunday,True,First
10789,SriLankan Airlines,New Delhi,Sydney,2023-11-19,2023-11-20,1464.0,2,24,Autumn,Sunday,True,First
10790,THAI,New Delhi,Sydney,2023-11-19,2023-11-20,2080.0,2,26,Autumn,Sunday,True,First
