,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
588,Turkish Airlines,KTM,JFK,2023-11-09,2023-11-09,2340,3,39,Autumn,Thursday
589,Korean Air,KTM,JFK,2023-11-09,2023-11-12,1012,1,23,Autumn,Thursday
590,Turkish Airlines,KTM,JFK,2023-11-09,2023-11-09,1680,2,28,Autumn,Thursday
591,China Southern,KTM,JFK,2023-11-09,2023-11-10,2120,3,40,Autumn,Thursday
592,China Southern,KTM,JFK,2023-11-09,2023-11-12,1536,2,48,Autumn,Thursday
593,Korean Air,KTM,JFK,2023-11-09,2023-11-10,1144,1,26,Autumn,Thursday
594,Emirates,KTM,JFK,2023-11-09,2023-11-09,952,3,34,Autumn,Thursday
595,Etihad,KTM,JFK,2023-11-09,2023-11-12,2244,1,44,Autumn,Thursday
596,Korean Air,KTM,JFK,2023-11-09,2023-11-11,1144,3,26,Autumn,Thursday
597,China Southern,KTM,JFK,2023-11-09,2023-11-12,1802,3,34,Autumn,Thursday
598,Qatar Airways,KTM,JFK,2023-11-09,2023-11-09,1152,3,36,Autumn,Thursday
599,Etihad,KTM,JFK,2023-11-09,2023-11-11,1326,2,26,Autumn,Thursday
600,China Southern,KTM,JFK,2023-11-09,2023-11-10,1248,2,39,Autumn,Thursday
601,Etihad,KTM,JFK,2023-11-09,2023-11-10,1836,1,36,Autumn,Thursday
602,Emirates,KTM,JFK,2023-11-09,2023-11-09,560,3,20,Autumn,Thursday
603,Emirates,KTM,JFK,2023-11-09,2023-11-09,1316,1,47,Autumn,Thursday
604,Emirates,KTM,JFK,2023-11-09,2023-11-11,1260,2,45,Autumn,Thursday
605,Qatar Airways,KTM,JFK,2023-11-09,2023-11-11,640,3,20,Autumn,Thursday
606,Korean Air,KTM,JFK,2023-11-09,2023-11-11,1056,3,24,Autumn,Thursday
607,China Southern,KTM,JFK,2023-11-09,2023-11-12,1113,2,21,Autumn,Thursday
608,Qatar Airways,KTM,JFK,2023-11-09,2023-11-10,672,1,21,Autumn,Thursday
609,Korean Air,KTM,JFK,2023-11-09,2023-11-10,1540,3,35,Autumn,Thursday
610,Cathay Pacific,KTM,JFK,2023-11-12,2023-11-14,2340,1,39,Autumn,Sunday
611,Emirates,KTM,JFK,2023-11-12,2023-11-12,756,1,27,Autumn,Sunday
612,Cathay Pacific,KTM,JFK,2023-11-12,2023-11-13,1980,2,33,Autumn,Sunday
613,China Southern,KTM,JFK,2023-11-12,2023-11-12,1378,1,26,Autumn,Sunday
614,Turkish Airlines,KTM,JFK,2023-11-12,2023-11-15,2040,1,34,Autumn,Sunday
615,Turkish Airlines,KTM,JFK,2023-11-12,2023-11-15,1200,1,20,Autumn,Sunday
616,China Southern,KTM,JFK,2023-11-12,2023-11-13,768,1,24,Autumn,Sunday
617,Turkish Airlines,KTM,JFK,2023-11-12,2023-11-14,2580,2,43,Autumn,Sunday
618,Korean Air,KTM,JFK,2023-11-12,2023-11-13,968,2,22,Autumn,Sunday
619,Etihad,KTM,JFK,2023-11-12,2023-11-12,2244,3,44,Autumn,Sunday
620,China Southern,KTM,JFK,2023-11-12,2023-11-13,1802,2,34,Autumn,Sunday
621,China Southern,KTM,JFK,2023-11-12,2023-11-15,1408,1,44,Autumn,Sunday
622,China Southern,KTM,JFK,2023-11-12,2023-11-12,1060,3,20,Autumn,Sunday
623,Qatar Airways,KTM,JFK,2023-11-12,2023-11-13,1280,2,40,Autumn,Sunday
624,China Southern,KTM,JFK,2023-11-12,2023-11-12,1152,3,36,Autumn,Sunday
625,Korean Air,KTM,JFK,2023-11-12,2023-11-15,1364,3,31,Autumn,Sunday
626,Emirates,KTM,JFK,2023-11-12,2023-11-14,1232,3,44,Autumn,Sunday
627,Qatar Airways,KTM,JFK,2023-11-12,2023-11-12,736,3,23,Autumn,Sunday
628,Etihad,KTM,JFK,2023-11-12,2023-11-13,1530,2,30,Autumn,Sunday
629,China Southern,KTM,JFK,2023-11-12,2023-11-14,1216,2,38,Autumn,Sunday
630,Etihad,KTM,JFK,2023-11-12,2023-11-12,1683,1,33,Autumn,Sunday
631,Emirates,KTM,JFK,2023-11-12,2023-11-13,1064,1,38,Autumn,Sunday
632,Emirates,KTM,JFK,2023-11-12,2023-11-13,1316,2,47,Autumn,Sunday
633,Emirates,KTM,JFK,2023-11-12,2023-11-12,924,3,33,Autumn,Sunday
634,Qatar Airways,KTM,JFK,2023-11-12,2023-11-13,1568,2,49,Autumn,Sunday
635,China Southern,KTM,JFK,2023-11-12,2023-11-12,1484,1,28,Autumn,Sunday
636,China Southern,KTM,JFK,2023-11-12,2023-11-15,1802,3,34,Autumn,Sunday
637,Qatar Airways,KTM,JFK,2023-11-12,2023-11-12,1536,2,48,Autumn,Sunday
638,Turkish Airlines,KTM,JFK,2023-11-12,2023-11-15,2580,1,43,Autumn,Sunday
639,Qatar Airways,KTM,JFK,2023-11-16,2023-11-18,2016,2,48,Autumn,Thursday
640,Etihad,KTM,JFK,2023-11-16,2023-11-18,2232,3,36,Autumn,Thursday
641,Turkish Airlines,KTM,JFK,2023-11-16,2023-11-18,2346,3,34,Autumn,Thursday
642,China Southern,KTM,JFK,2023-11-16,2023-11-19,3024,2,48,Autumn,Thursday
643,Turkish Airlines,KTM,JFK,2023-11-16,2023-11-18,2415,2,35,Autumn,Thursday
644,Turkish Airlines,KTM,JFK,2023-11-16,2023-11-16,2070,2,30,Autumn,Thursday
645,Korean Air,KTM,JFK,2023-11-16,2023-11-19,1705,1,31,Autumn,Thursday
646,Emirates,KTM,JFK,2023-11-16,2023-11-17,1102,1,29,Autumn,Thursday
647,Etihad,KTM,JFK,2023-11-16,2023-11-19,1674,1,27,Autumn,Thursday
648,Etihad,KTM,JFK,2023-11-16,2023-11-19,2914,3,47,Autumn,Thursday
649,Etihad,KTM,JFK,2023-11-16,2023-11-17,1922,2,31,Autumn,Thursday
650,Korean Air,KTM,JFK,2023-11-16,2023-11-19,2750,3,50,Autumn,Thursday
651,Korean Air,KTM,JFK,2023-11-16,2023-11-18,1815,1,33,Autumn,Thursday
652,Korean Air,KTM,JFK,2023-11-16,2023-11-19,1100,1,20,Autumn,Thursday
653,Qatar Airways,KTM,JFK,2023-11-16,2023-11-17,1386,2,33,Autumn,Thursday
654,Emirates,KTM,JFK,2023-11-16,2023-11-19,1786,2,47,Autumn,Thursday
655,China Southern,KTM,JFK,2023-11-16,2023-11-19,1449,2,23,Autumn,Thursday
656,Cathay Pacific,KTM,JFK,2023-11-16,2023-11-18,1872,3,24,Autumn,Thursday
657,China Southern,KTM,JFK,2023-11-16,2023-11-19,768,1,24,Autumn,Thursday
658,Qatar Airways,KTM,JFK,2023-11-16,2023-11-17,1008,2,24,Autumn,Thursday
659,China Southern,KTM,JFK,2023-11-16,2023-11-16,2520,3,40,Autumn,Thursday
660,China Southern,KTM,JFK,2023-11-16,2023-11-18,768,2,24,Autumn,Thursday
661,Korean Air,KTM,JFK,2023-11-16,2023-11-17,2310,1,42,Autumn,Thursday
662,Emirates,KTM,JFK,2023-11-16,2023-11-17,760,1,20,Autumn,Thursday
663,Qatar Airways,KTM,JFK,2023-11-16,2023-11-18,2058,2,49,Autumn,Thursday
664,China Southern,KTM,JFK,2023-11-16,2023-11-19,1152,2,36,Autumn,Thursday
665,China Southern,KTM,JFK,2023-11-16,2023-11-18,2016,1,32,Autumn,Thursday
666,Turkish Airlines,KTM,JFK,2023-11-16,2023-11-19,3174,2,46,Autumn,Thursday
667,Cathay Pacific,KTM,JFK,2023-11-16,2023-11-17,3900,1,50,Autumn,Thursday
668,Emirates,KTM,JFK,2023-11-16,2023-11-16,1824,2,48,Autumn,Thursday
669,Emirates,KTM,JFK,2023-11-16,2023-11-17,950,2,25,Autumn,Thursday
670,Qatar Airways,KTM,JFK,2023-11-16,2023-11-19,1092,1,26,Autumn,Thursday
671,China Southern,KTM,JFK,2023-11-16,2023-11-17,1440,2,45,Autumn,Thursday
672,Cathay Pacific,KTM,JFK,2023-11-16,2023-11-17,1716,1,22,Autumn,Thursday
673,China Southern,KTM,JFK,2023-11-16,2023-11-18,1953,1,31,Autumn,Thursday
674,Cathay Pacific,KTM,JFK,2023-11-16,2023-11-16,1794,3,23,Autumn,Thursday
675,Qatar Airways,KTM,JFK,2023-11-17,2023-11-19,2160,1,48,Autumn,Friday
676,Etihad,KTM,JFK,2023-11-17,2023-11-18,1885,2,29,Autumn,Friday
677,Turkish Airlines,KTM,JFK,2023-11-17,2023-11-19,3024,2,42,Autumn,Friday
678,China Southern,KTM,JFK,2023-11-17,2023-11-17,2795,2,43,Autumn,Friday
679,Turkish Airlines,KTM,JFK,2023-11-17,2023-11-20,2160,2,30,Autumn,Friday
680,Turkish Airlines,KTM,JFK,2023-11-17,2023-11-19,2232,2,31,Autumn,Friday
681,Korean Air,KTM,JFK,2023-11-17,2023-11-18,1239,3,21,Autumn,Friday
682,Emirates,KTM,JFK,2023-11-17,2023-11-17,1880,3,47,Autumn,Friday
683,Etihad,KTM,JFK,2023-11-17,2023-11-18,2925,3,45,Autumn,Friday
684,Etihad,KTM,JFK,2023-11-17,2023-11-19,1430,2,22,Autumn,Friday
685,Etihad,KTM,JFK,2023-11-17,2023-11-18,1365,2,21,Autumn,Friday
686,Korean Air,KTM,JFK,2023-11-17,2023-11-19,2832,2,48,Autumn,Friday
687,Korean Air,KTM,JFK,2023-11-17,2023-11-20,2242,2,38,Autumn,Friday
688,Korean Air,KTM,JFK,2023-11-17,2023-11-19,2655,3,45,Autumn,Friday
689,Qatar Airways,KTM,JFK,2023-11-17,2023-11-20,2250,3,50,Autumn,Friday
690,Emirates,KTM,JFK,2023-11-17,2023-11-19,1760,1,44,Autumn,Friday
691,China Southern,KTM,JFK,2023-11-17,2023-11-17,1625,2,25,Autumn,Friday
692,Cathay Pacific,KTM,JFK,2023-11-17,2023-11-17,3588,2,46,Autumn,Friday
693,China Southern,KTM,JFK,2023-11-17,2023-11-18,1628,1,44,Autumn,Friday
694,Qatar Airways,KTM,JFK,2023-11-17,2023-11-19,1305,1,29,Autumn,Friday
695,China Southern,KTM,JFK,2023-11-17,2023-11-19,1560,3,24,Autumn,Friday
696,China Southern,KTM,JFK,2023-11-17,2023-11-19,999,3,27,Autumn,Friday
697,Korean Air,KTM,JFK,2023-11-17,2023-11-17,2655,3,45,Autumn,Friday
698,Emirates,KTM,JFK,2023-11-17,2023-11-18,1840,3,46,Autumn,Friday
699,Qatar Airways,KTM,JFK,2023-11-17,2023-11-18,1035,3,23,Autumn,Friday
700,China Southern,KTM,JFK,2023-11-17,2023-11-17,888,1,24,Autumn,Friday
701,China Southern,KTM,JFK,2023-11-17,2023-11-19,3250,2,50,Autumn,Friday
702,Turkish Airlines,KTM,JFK,2023-11-17,2023-11-19,2664,1,37,Autumn,Friday
703,Cathay Pacific,KTM,JFK,2023-11-17,2023-11-17,3276,2,42,Autumn,Friday
704,Emirates,KTM,JFK,2023-11-17,2023-11-18,1040,3,26,Autumn,Friday
705,Emirates,KTM,JFK,2023-11-17,2023-11-20,1240,1,31,Autumn,Friday
706,Qatar Airways,KTM,JFK,2023-11-17,2023-11-20,2250,3,50,Autumn,Friday
707,China Southern,KTM,JFK,2023-11-17,2023-11-19,962,3,26,Autumn,Friday
708,Cathay Pacific,KTM,JFK,2023-11-17,2023-11-20,3510,2,45,Autumn,Friday
709,China Southern,KTM,JFK,2023-11-17,2023-11-19,1430,3,22,Autumn,Friday
710,Cathay Pacific,KTM,JFK,2023-11-17,2023-11-19,3432,3,44,Autumn,Friday
711,Cathay Pacific,KTM,JFK,2023-11-19,2023-11-22,1560,3,20,Autumn,Sunday
712,China Southern,KTM,JFK,2023-11-19,2023-11-20,2275,1,35,Autumn,Sunday
713,Cathay Pacific,KTM,JFK,2023-11-19,2023-11-20,2574,1,33,Autumn,Sunday
714,Korean Air,KTM,JFK,2023-11-19,2023-11-21,2065,3,35,Autumn,Sunday
715,Turkish Airlines,KTM,JFK,2023-11-19,2023-11-19,3600,3,50,Autumn,Sunday
716,Turkish Airlines,KTM,JFK,2023-11-19,2023-11-19,1800,1,25,Autumn,Sunday
717,China Southern,KTM,JFK,2023-11-19,2023-11-22,924,1,22,Autumn,Sunday
718,Etihad,KTM,JFK,2023-11-19,2023-11-22,2860,3,44,Autumn,Sunday
719,Korean Air,KTM,JFK,2023-11-19,2023-11-20,1829,3,31,Autumn,Sunday
720,Etihad,KTM,JFK,2023-11-19,2023-11-21,1755,2,27,Autumn,Sunday
721,Korean Air,KTM,JFK,2023-11-19,2023-11-20,2596,3,44,Autumn,Sunday
722,Cathay Pacific,KTM,JFK,2023-11-19,2023-11-19,2418,1,31,Autumn,Sunday
723,Korean Air,KTM,JFK,2023-11-19,2023-11-22,2891,1,49,Autumn,Sunday
724,Qatar Airways,KTM,JFK,2023-11-19,2023-11-22,1395,1,31,Autumn,Sunday
725,China Southern,KTM,JFK,2023-11-19,2023-11-20,2100,3,50,Autumn,Sunday
726,Turkish Airlines,KTM,JFK,2023-11-19,2023-11-21,3312,1,46,Autumn,Sunday
727,China Southern,KTM,JFK,2023-11-19,2023-11-21,1755,1,27,Autumn,Sunday
728,Qatar Airways,KTM,JFK,2023-11-19,2023-11-20,2205,3,49,Autumn,Sunday
729,Etihad,KTM,JFK,2023-11-19,2023-11-19,2275,1,35,Autumn,Sunday
730,China Southern,KTM,JFK,2023-11-19,2023-11-21,966,1,23,Autumn,Sunday
731,China Southern,KTM,JFK,2023-11-19,2023-11-22,1470,1,35,Autumn,Sunday
732,Emirates,KTM,JFK,2023-11-19,2023-11-20,1760,2,44,Autumn,Sunday
733,Emirates,KTM,JFK,2023-11-19,2023-11-22,1600,1,40,Autumn,Sunday
734,Qatar Airways,KTM,JFK,2023-11-19,2023-11-20,2115,1,47,Autumn,Sunday
735,Qatar Airways,KTM,JFK,2023-11-19,2023-11-19,2205,3,49,Autumn,Sunday
736,Korean Air,KTM,JFK,2023-11-19,2023-11-22,2124,2,36,Autumn,Sunday
737,Korean Air,KTM,JFK,2023-11-19,2023-11-22,2891,1,49,Autumn,Sunday
738,Qatar Airways,KTM,JFK,2023-11-19,2023-11-22,1710,2,38,Autumn,Sunday
739,Turkish Airlines,KTM,JFK,2023-11-19,2023-11-22,2520,1,35,Autumn,Sunday
740,Etihad,KTM,JFK,2023-11-21,2023-11-22,1885,1,29,Autumn,Tuesday
741,China Southern,KTM,JFK,2023-11-21,2023-11-22,1008,3,24,Autumn,Tuesday
742,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-24,3432,3,44,Autumn,Tuesday
743,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-22,3276,1,42,Autumn,Tuesday
744,Turkish Airlines,KTM,JFK,2023-11-21,2023-11-23,3456,3,48,Autumn,Tuesday
745,Korean Air,KTM,JFK,2023-11-21,2023-11-23,1711,3,29,Autumn,Tuesday
746,Korean Air,KTM,JFK,2023-11-21,2023-11-21,2360,3,40,Autumn,Tuesday
747,Korean Air,KTM,JFK,2023-11-21,2023-11-24,2596,1,44,Autumn,Tuesday
748,Emirates,KTM,JFK,2023-11-21,2023-11-24,1560,2,39,Autumn,Tuesday
749,China Southern,KTM,JFK,2023-11-21,2023-11-22,1974,1,47,Autumn,Tuesday
750,China Southern,KTM,JFK,2023-11-21,2023-11-24,2535,1,39,Autumn,Tuesday
751,Korean Air,KTM,JFK,2023-11-21,2023-11-24,2006,1,34,Autumn,Tuesday
752,Emirates,KTM,JFK,2023-11-21,2023-11-21,1960,3,49,Autumn,Tuesday
753,Etihad,KTM,JFK,2023-11-21,2023-11-24,1365,1,21,Autumn,Tuesday
754,China Southern,KTM,JFK,2023-11-21,2023-11-21,840,3,20,Autumn,Tuesday
755,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-23,1794,2,23,Autumn,Tuesday
756,China Southern,KTM,JFK,2023-11-21,2023-11-24,966,2,23,Autumn,Tuesday
757,China Southern,KTM,JFK,2023-11-21,2023-11-22,2990,3,46,Autumn,Tuesday
758,China Southern,KTM,JFK,2023-11-21,2023-11-21,2080,3,32,Autumn,Tuesday
759,Emirates,KTM,JFK,2023-11-21,2023-11-21,1320,1,33,Autumn,Tuesday
760,Qatar Airways,KTM,JFK,2023-11-21,2023-11-23,1620,3,36,Autumn,Tuesday
761,Turkish Airlines,KTM,JFK,2023-11-21,2023-11-23,2448,2,34,Autumn,Tuesday
762,Korean Air,KTM,JFK,2023-11-21,2023-11-21,2183,2,37,Autumn,Tuesday
763,Qatar Airways,KTM,JFK,2023-11-21,2023-11-21,1260,2,28,Autumn,Tuesday
764,Etihad,KTM,JFK,2023-11-21,2023-11-23,1365,2,21,Autumn,Tuesday
765,Etihad,KTM,JFK,2023-11-21,2023-11-23,1550,2,25,Autumn,Tuesday
766,China Southern,KTM,JFK,2023-11-21,2023-11-24,1476,3,36,Autumn,Tuesday
767,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-21,2250,1,30,Autumn,Tuesday
768,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-24,3225,2,43,Autumn,Tuesday
769,Turkish Airlines,KTM,JFK,2023-11-21,2023-11-24,1750,2,25,Autumn,Tuesday
770,Korean Air,KTM,JFK,2023-11-21,2023-11-22,1210,3,22,Autumn,Tuesday
771,Korean Air,KTM,JFK,2023-11-21,2023-11-24,1320,3,24,Autumn,Tuesday
772,Korean Air,KTM,JFK,2023-11-21,2023-11-21,2255,1,41,Autumn,Tuesday
773,Emirates,KTM,JFK,2023-11-21,2023-11-21,912,2,24,Autumn,Tuesday
774,China Southern,KTM,JFK,2023-11-21,2023-11-21,1886,1,46,Autumn,Tuesday
775,China Southern,KTM,JFK,2023-11-21,2023-11-24,2146,3,37,Autumn,Tuesday
776,Korean Air,KTM,JFK,2023-11-21,2023-11-24,1320,1,24,Autumn,Tuesday
777,Emirates,KTM,JFK,2023-11-21,2023-11-21,1748,2,46,Autumn,Tuesday
778,Etihad,KTM,JFK,2023-11-21,2023-11-24,1798,2,29,Autumn,Tuesday
779,China Southern,KTM,JFK,2023-11-21,2023-11-24,1025,2,25,Autumn,Tuesday
780,Cathay Pacific,KTM,JFK,2023-11-21,2023-11-24,2250,2,30,Autumn,Tuesday
781,China Southern,KTM,JFK,2023-11-21,2023-11-24,1968,1,48,Autumn,Tuesday
782,China Southern,KTM,JFK,2023-11-21,2023-11-23,1682,1,29,Autumn,Tuesday
783,China Southern,KTM,JFK,2023-11-21,2023-11-22,2436,1,42,Autumn,Tuesday
784,Emirates,KTM,JFK,2023-11-21,2023-11-21,1862,3,49,Autumn,Tuesday
785,Qatar Airways,KTM,JFK,2023-11-21,2023-11-22,1320,2,33,Autumn,Tuesday
786,Turkish Airlines,KTM,JFK,2023-11-21,2023-11-24,2170,1,31,Autumn,Tuesday
787,Korean Air,KTM,JFK,2023-11-21,2023-11-21,2695,3,49,Autumn,Tuesday
788,Qatar Airways,KTM,JFK,2023-11-21,2023-11-24,1120,3,28,Autumn,Tuesday
789,Etihad,KTM,JFK,2023-11-21,2023-11-23,1240,3,20,Autumn,Tuesday
790,Korean Air,KTM,JFK,2023-11-24,2023-11-26,1650,1,30,Autumn,Friday
791,China Southern,KTM,JFK,2023-11-24,2023-11-26,1218,3,21,Autumn,Friday
792,Cathay Pacific,KTM,JFK,2023-11-24,2023-11-27,1500,1,20,Autumn,Friday
793,Korean Air,KTM,JFK,2023-11-24,2023-11-26,1210,1,22,Autumn,Friday
794,Turkish Airlines,KTM,JFK,2023-11-24,2023-11-25,2380,2,34,Autumn,Friday
795,Turkish Airlines,KTM,JFK,2023-11-24,2023-11-26,3500,1,50,Autumn,Friday
796,China Southern,KTM,JFK,2023-11-24,2023-11-24,1148,1,28,Autumn,Friday
797,Cathay Pacific,KTM,JFK,2023-11-24,2023-11-27,1575,2,21,Autumn,Friday
798,Cathay Pacific,KTM,JFK,2023-11-24,2023-11-26,2925,2,39,Autumn,Friday
799,Etihad,KTM,JFK,2023-11-24,2023-11-25,2170,1,35,Autumn,Friday
800,Emirates,KTM,JFK,2023-11-24,2023-11-27,1482,2,39,Autumn,Friday
801,China Southern,KTM,JFK,2023-11-24,2023-11-26,1148,1,28,Autumn,Friday
802,China Southern,KTM,JFK,2023-11-24,2023-11-25,2494,1,43,Autumn,Friday
803,Korean Air,KTM,JFK,2023-11-24,2023-11-26,1430,1,26,Autumn,Friday
804,Qatar Airways,KTM,JFK,2023-11-24,2023-11-27,1880,3,47,Autumn,Friday
805,Etihad,KTM,JFK,2023-11-24,2023-11-27,1550,3,25,Autumn,Friday
806,China Southern,KTM,JFK,2023-11-24,2023-11-27,1394,1,34,Autumn,Friday
807,China Southern,KTM,JFK,2023-11-24,2023-11-25,1681,2,41,Autumn,Friday
808,Emirates,KTM,JFK,2023-11-24,2023-11-27,1178,1,31,Autumn,Friday
809,China Southern,KTM,JFK,2023-11-24,2023-11-27,2784,3,48,Autumn,Friday
810,Emirates,KTM,JFK,2023-11-24,2023-11-24,1710,3,45,Autumn,Friday
811,Qatar Airways,KTM,JFK,2023-11-24,2023-11-24,1160,1,29,Autumn,Friday
812,Korean Air,KTM,JFK,2023-11-24,2023-11-25,1815,2,33,Autumn,Friday
813,Korean Air,KTM,JFK,2023-11-24,2023-11-25,2200,1,40,Autumn,Friday
814,Qatar Airways,KTM,JFK,2023-11-24,2023-11-24,1600,2,40,Autumn,Friday
815,Etihad,KTM,JFK,2023-11-24,2023-11-27,2108,3,34,Autumn,Friday
816,China Southern,KTM,JFK,2023-11-25,2023-11-28,1558,2,38,Autumn,Saturday
817,China Southern,KTM,JFK,2023-11-25,2023-11-27,1845,1,45,Autumn,Saturday
818,China Southern,KTM,JFK,2023-11-25,2023-11-27,1886,2,46,Autumn,Saturday
819,Korean Air,KTM,JFK,2023-11-25,2023-11-26,1705,1,31,Autumn,Saturday
820,China Southern,KTM,JFK,2023-11-25,2023-11-28,1508,2,26,Autumn,Saturday
821,China Southern,KTM,JFK,2023-11-25,2023-11-27,1624,3,28,Autumn,Saturday
822,Qatar Airways,KTM,JFK,2023-11-25,2023-11-26,1760,1,44,Autumn,Saturday
823,Turkish Airlines,KTM,JFK,2023-11-25,2023-11-26,1470,2,21,Autumn,Saturday
824,Cathay Pacific,KTM,JFK,2023-11-25,2023-11-25,1500,2,20,Autumn,Saturday
825,China Southern,KTM,JFK,2023-11-25,2023-11-26,1276,3,22,Autumn,Saturday
826,Qatar Airways,KTM,JFK,2023-11-25,2023-11-28,1480,1,37,Autumn,Saturday
827,Etihad,KTM,JFK,2023-11-25,2023-11-26,2356,1,38,Autumn,Saturday
828,China Southern,KTM,JFK,2023-11-25,2023-11-26,1271,3,31,Autumn,Saturday
829,Etihad,KTM,JFK,2023-11-25,2023-11-25,1860,2,30,Autumn,Saturday
830,Emirates,KTM,JFK,2023-11-25,2023-11-28,1634,3,43,Autumn,Saturday
831,Emirates,KTM,JFK,2023-11-25,2023-11-26,1748,3,46,Autumn,Saturday
832,Emirates,KTM,JFK,2023-11-25,2023-11-26,1748,1,46,Autumn,Saturday
833,Qatar Airways,KTM,JFK,2023-11-25,2023-11-25,800,3,20,Autumn,Saturday
834,Turkish Airlines,KTM,JFK,2023-11-25,2023-11-25,1820,3,26,Autumn,Saturday
835,Korean Air,KTM,JFK,2023-11-25,2023-11-27,1210,2,22,Autumn,Saturday
836,Qatar Airways,KTM,JFK,2023-11-25,2023-11-28,1000,3,25,Autumn,Saturday
837,Etihad,KTM,JFK,2023-11-25,2023-11-28,1240,3,20,Autumn,Saturday
838,China Southern,KTM,JFK,2023-11-27,2023-11-30,1221,3,33,Autumn,Monday
839,China Southern,KTM,JFK,2023-11-27,2023-11-28,1628,2,44,Autumn,Monday
840,China Southern,KTM,JFK,2023-11-27,2023-11-27,851,1,23,Autumn,Monday
841,Korean Air,KTM,JFK,2023-11-27,2023-11-30,2340,3,45,Autumn,Monday
842,China Southern,KTM,JFK,2023-11-27,2023-11-27,1210,3,22,Autumn,Monday
843,China Southern,KTM,JFK,2023-11-27,2023-11-29,2200,3,40,Autumn,Monday
844,Qatar Airways,KTM,JFK,2023-11-27,2023-11-28,1064,2,28,Autumn,Monday
845,Turkish Airlines,KTM,JFK,2023-11-27,2023-11-29,2211,2,33,Autumn,Monday
846,Cathay Pacific,KTM,JFK,2023-11-27,2023-11-29,2380,2,34,Autumn,Monday
847,China Southern,KTM,JFK,2023-11-27,2023-11-29,1375,1,25,Autumn,Monday
848,Qatar Airways,KTM,JFK,2023-11-27,2023-11-27,1406,2,37,Autumn,Monday
849,Etihad,KTM,JFK,2023-11-27,2023-11-28,1770,1,30,Autumn,Monday
850,China Southern,KTM,JFK,2023-11-27,2023-11-27,1406,1,38,Autumn,Monday
851,Etihad,KTM,JFK,2023-11-27,2023-11-29,2183,3,37,Autumn,Monday
852,Emirates,KTM,JFK,2023-11-27,2023-11-29,1260,1,36,Autumn,Monday
853,Emirates,KTM,JFK,2023-11-27,2023-11-28,1015,1,29,Autumn,Monday
854,Emirates,KTM,JFK,2023-11-27,2023-11-28,1260,2,36,Autumn,Monday
855,Qatar Airways,KTM,JFK,2023-11-27,2023-11-28,1558,3,41,Autumn,Monday
856,Turkish Airlines,KTM,JFK,2023-11-27,2023-11-27,1675,2,25,Autumn,Monday
857,Korean Air,KTM,JFK,2023-11-27,2023-11-28,1872,1,36,Autumn,Monday
858,Qatar Airways,KTM,JFK,2023-11-27,2023-11-30,1216,2,32,Autumn,Monday
859,Etihad,KTM,JFK,2023-11-27,2023-11-27,1239,2,21,Autumn,Monday
860,Turkish Airlines,KTM,JFK,2023-11-30,2023-11-30,3038,2,49,Autumn,Thursday
861,Emirates,KTM,JFK,2023-11-30,2023-12-03,720,2,20,Autumn,Thursday
862,China Southern,KTM,JFK,2023-11-30,2023-12-02,1221,3,33,Autumn,Thursday
863,China Southern,KTM,JFK,2023-11-30,2023-12-02,2499,3,49,Autumn,Thursday
864,Korean Air,KTM,JFK,2023-11-30,2023-12-03,1250,1,25,Autumn,Thursday
865,Cathay Pacific,KTM,JFK,2023-11-30,2023-12-03,2760,2,46,Autumn,Thursday
866,China Southern,KTM,JFK,2023-11-30,2023-11-30,1258,1,34,Autumn,Thursday
867,China Southern,KTM,JFK,2023-11-30,2023-12-03,1480,1,40,Autumn,Thursday
868,Korean Air,KTM,JFK,2023-11-30,2023-12-02,1100,3,22,Autumn,Thursday
869,Turkish Airlines,KTM,JFK,2023-11-30,2023-11-30,3038,2,49,Autumn,Thursday
870,Korean Air,KTM,JFK,2023-11-30,2023-12-03,2150,3,43,Autumn,Thursday
871,Qatar Airways,KTM,JFK,2023-11-30,2023-12-02,1665,1,45,Autumn,Thursday
872,Etihad,KTM,JFK,2023-11-30,2023-12-02,1485,1,27,Autumn,Thursday
873,Emirates,KTM,JFK,2023-11-30,2023-12-01,1620,2,45,Autumn,Thursday
874,China Southern,KTM,JFK,2023-11-30,2023-12-01,1122,3,22,Autumn,Thursday
875,Qatar Airways,KTM,JFK,2023-11-30,2023-12-02,1628,1,44,Autumn,Thursday
876,Etihad,KTM,JFK,2023-11-30,2023-12-02,2640,3,48,Autumn,Thursday
877,China Southern,KTM,JFK,2023-11-30,2023-12-03,1813,1,49,Autumn,Thursday
878,Etihad,KTM,JFK,2023-11-30,2023-12-01,1595,1,29,Autumn,Thursday
879,Emirates,KTM,JFK,2023-11-30,2023-11-30,1008,2,28,Autumn,Thursday
880,Emirates,KTM,JFK,2023-11-30,2023-11-30,720,1,20,Autumn,Thursday
881,Qatar Airways,KTM,JFK,2023-11-30,2023-12-01,1110,1,30,Autumn,Thursday
882,Qatar Airways,KTM,JFK,2023-11-30,2023-12-02,1480,3,40,Autumn,Thursday
